from,to,score
RAB27A,TYR,0.728
RAB27A,SYT1,0.754
RAB27A,SYTL2,0.998
RAB27A,SYTL4,0.999
RAB27A,SYTL5,0.936
RAB3IP,RAC2,0.789
RAC2,S100A8,0.74
RAC2,SYK,0.762
RAC2,TIAM1,0.955
RAPGEF4,RASSF5,0.921
RAPGEF4,RRAS,0.936
RASA3,RRAS,0.855
RASAL1,RRAS,0.748
RASGRF1,RRAS,0.938
RASGRP3,RRAS,0.812
RASSF2,RASSF5,0.896
RASSF5,RRAS,0.971
RASSF5,SAV1,0.875
RBKS,TKT,0.964
RECK,TIMP3,0.745
RETREG1,WNK1,0.889
RGL1,RRAS,0.931
RGN,SEC16B,0.949
RGS1,TAGAP,0.799
RHOBTB1,RHOBTB2,0.904
RHOQ,TIAM1,0.701
ROBO4,SLIT3,0.999
ROBO4,UNC5B,0.909
ROR1,WNT5A,0.995
RORA,WNT5A,0.992
RORA,RORB,0.941
RPL22,RPS27,0.998
RPS27,SELENOP,0.716
RRAS,TIAM1,0.931
RRAS,SEMA4D,0.922
RSPO3,SDC4,0.845
RTN4R,TNFRSF19,0.994
RUNX1T1,ZBTB16,0.903
RUNX2,SMAD6,0.825
RUNX2,SOX9,0.98
RUNX2,SYK,0.706
RUNX2,TWIST1,0.972
RUNX2,RUNX3,0.933
RUNX2,TNFRSF11B,0.742
RUNX2,ZNF521,0.761
RUNX2,WWOX,0.724
S100A2,S100B,0.789
S100A8,S100A9,0.999
S100A8,TLR4,0.907
S100A9,TLR4,0.969
S100B,SOX10,0.716
S100B,TLR4,0.844
S100B,SLC6A4,0.725
S1PR1,SPHK1,0.918
SAA1,SAA2,0.975
SAA1,SCARB1,0.876
SAA1,TLR4,0.744
SAA1,SAA2-SAA4,0.803
SAA2,SAA2-SAA4,0.753
SAV1,TEAD1,0.81
SCARB1,SCARF1,0.835
SCARB1,SELE,0.71
SCARB1,SOAT1,0.704
SCARB1,THBS1,0.994
SCARB1,TLR4,0.996
SCARB1,VCAM1,0.781
SCARB1,TFRC,0.738
SCARB1,THBS2,0.951
SCARB1,TLR6,0.993
SCARB2,SCARF1,0.832
SCARB2,SELE,0.709
SCARB2,THBS1,0.997
SCARB2,TLR4,0.996
SCARB2,VCAM1,0.771
SCARB2,TFRC,0.917
SCARB2,THBS2,0.956
SCARB2,TLR6,0.993
SCARF1,STAB1,0.873
SCEL,SYNPO,0.72
SCIN,TMOD3,0.774
SCN4B,SCNN1A,0.907
SCN4B,SCN7A,0.936
SCNN1A,WNK1,0.832
SDC2,SDC3,0.851
SDC2,SDC4,0.984
SDC2,SDCBP,0.956
SDC3,SDC4,0.785
SDC3,VCAN,0.762
SDC3,TNC,0.728
SDC4,SDCBP,0.981
SDC4,THBS1,0.977
SDC4,THY1,0.936
SDC4,TNXB,0.914
SDC4,THBS2,0.952
SDC4,VCAN,0.711
SDC4,THBS4,0.918
SDC4,TNC,0.953
SDC4,TNN,0.915
SDCBP,TGFA,0.777
SELE,THBD,0.734
SELE,VCAM1,0.979
SELE,VWF,0.806
SELENOM,SELENOP,0.736
SEMA3A,SLIT3,0.771
SEPTIN11,SEPTIN4,0.998
SEPTIN11,SEPTIN6,0.996
SEPTIN4,SEPTIN6,0.999
SERPINA1,SERPINF1,0.744
SERPINB5,SFN,0.814
SERPINE1,TFPI,0.718
SERPINE1,TGFB2,0.774
SERPINE1,THBD,0.846
SERPINE1,THBS1,0.819
SERPINE1,TLR4,0.721
SERPINE1,VCAM1,0.719
SERPINE1,TIMP1,0.84
SERPINE1,VWF,0.817
SERPINE1,VLDLR,0.89
SERPINF1,TMEM38B,0.706
SFN,TP63,0.716
SFRP2,WIF1,0.753
SFRP2,WNT2B,0.876
SFRP2,WNT4,0.906
SFRP2,WNT5A,0.91
SFRP2,WNT3,0.847
SFRP2,WNT7A,0.869
SFRP2,WNT10A,0.827
SFRP2,WNT7B,0.91
SGCB,SGCD,0.997
SGCB,SGCE,0.993
SGCB,SNTB1,0.899
SGCD,SGCE,0.994
SGCD,SNTB1,0.942
SGCD,SNTB2,0.76
SGCE,SNTB1,0.71
SGCE,SNTB2,0.762
SH3GL3,SH3KBP1,0.773
SH3KBP1,VLDLR,0.833
SHC1,SYK,0.957
SHC1,TEK,0.819
SHC1,TGFBR1,0.845
SHC1,TGFBR2,0.927
SHC3,SYK,0.909
SHMT1,SPTLC3,0.843
SHMT1,TKT,0.7
SHOX,SOX5,0.709
SHOX,STS,0.762
SIGLEC15,TYROBP,0.978
SIRPA,SYK,0.94
SIRPA,THBS1,0.756
SIRPA,TYROBP,0.941
SIRPA,SKAP2,0.768
SLC12A6,STK39,0.92
SLC16A2,SLC7A8,0.839
SLC26A4,TMPRSS3,0.729
SLC40A1,TFRC,0.936
SLC41A2,TRPM6,0.754
SLC43A1,SLC7A8,0.944
SLC47A1,SLCO2B1,0.746
SLIT3,SRGAP2,0.734
SMAD6,SMAD9,0.956
SMAD6,TGFB2,0.76
SMAD6,TGFBR1,0.982
SMAD9,TGFBR1,0.768
SMARCD3,TBL1X,0.733
SMTN,TAGLN,0.798
SNCA,TLR4,0.752
SNCA,SNCAIP,0.999
SNCA,UCHL1,0.957
SNCA,TPPP,0.923
SNTB1,SNTB2,0.923
SNTB2,TIAM1,0.734
SOAT1,STS,0.823
SOD2,TSTD1,0.742
SOD2,STAT4,0.769
SOD2,SOD3,0.839
SOX10,TYR,0.884
SOX10,TYRP1,0.764
SOX2,TCF4,0.757
SOX2,THY1,0.71
SOX2,TWIST1,0.882
SOX2,ZEB1,0.845
SOX2,ZEB2,0.783
SOX2,TP63,0.93
SOX2,TBX3,0.907
SOX5,SOX9,0.901
SOX9,TWIST1,0.732
SOX9,WNT4,0.714
SOX9,WNT5A,0.719
SPHK1,SYT1,0.88
SPHK1,SPTLC3,0.778
SPINT1,ST14,0.998
SPINT2,ST14,0.851
SRD5A1,UGT2B15,0.805
SRD5A1,UGT2A2,0.718
ST3GAL5,ST8SIA1,0.982
ST3GAL6,ST8SIA1,0.952
STAT2,XAF1,0.824
STAT2,STAT4,0.946
STK39,WNK1,0.793
STON2,SYT1,0.987
STS,SULT1E1,0.865
SULT1E1,UGT2B15,0.941
SULT1E1,UGT2A2,0.921
SV2A,SYT1,0.941
SVEP1,VWF,0.857
SYK,TLR4,0.971
SYK,TYROBP,0.999
SYK,VWF,0.712
SYNE2,SYNE3,0.945
SYNE2,SYNE4,0.778
SYNE3,SYNE4,0.943
TAGLN,TPM1,0.752
TAGLN,TPM2,0.724
TAL1,TCF4,0.947
TCF4,TWIST1,0.892
TEAD1,TEAD2,0.944
TEAD1,VGLL3,0.91
TEK,TGFA,0.762
TEK,TIE1,0.827
TEK,VWF,0.757
TEK,VEGFC,0.955
TFPI,THBD,0.963
TFPI,THBS1,0.809
TFPI,VWF,0.746
TGFA,TGFB3,0.701
TGFB1I1,TRAF4,0.911
TGFB2,TGFB3,0.93
TGFB2,TGFBR1,0.998
TGFB2,TGFBR2,0.999
TGFB2,THBS1,0.892
TGFB2,TGFBR3,0.996
TGFB3,TGFBR1,0.999
TGFB3,TGFBR2,0.999
TGFB3,THBS1,0.89
TGFB3,TGFBR3,0.993
TGFBR1,TGFBR2,0.999
TGFBR1,TGFBR3,0.977
TGFBR2,TGFBR3,0.986
THBD,TLR4,0.739
THBD,VWF,0.912
THBS1,TNFAIP6,0.867
THBS1,TIMP1,0.762
THBS1,VWF,0.771
THBS1,VCAN,0.778
THBS1,VLDLR,0.907
THY1,VCAM1,0.727
TIE1,VEGFC,0.756
TIMP2,TIMP3,0.923
TIMP2,TIMP4,0.709
TLR4,TYROBP,0.736
TLR4,VCAM1,0.772
TLR4,XDH,0.82
TLR4,TLR6,0.999
TLR4,TLR8,0.712
TMIGD3,VSIG4,0.764
TMOD3,TPM1,0.745
TMOD3,TPM2,0.754
TNFAIP6,VCAN,0.799
TNNT1,TPM1,0.99
TNNT1,TPM2,0.976
TNXB,VCAN,0.757
TPM1,TPM2,0.993
TRIB1,TRIB2,0.8
TRPC1,TRPM3,0.724
TRPC1,TRPM6,0.733
TRPM1,TYR,0.916
TRPM1,TYRP1,0.816
TWIST1,VIM,0.857
TWIST1,ZEB1,0.932
TWIST1,ZEB2,0.83
TYR,TYRP1,0.896
TYROBP,VSIG4,0.74
VCAM1,VWF,0.857
VIM,ZEB1,0.916
VIM,ZEB2,0.899
WIF1,WNT2B,0.947
WIF1,WNT4,0.971
WIF1,WNT5A,0.985
WIF1,WNT3,0.942
WIF1,WNT7A,0.987
WIF1,WNT10A,0.945
WIF1,WNT7B,0.947
WNK1,WNK2,0.969
WNT2B,WNT5A,0.705
WNT4,WNT5A,0.871
WNT4,WNT7B,0.79
WNT5A,WNT7A,0.734
ZEB1,ZEB2,0.914
